Inhibitor	ID	DMOG_0h	DMOG_4h	DMOG_8h	DMOG_12h	DMOG_16h	DMOG_20h	DMOG_24h	DMOG_28h	DMOG_32h	DMOG_36h	DMOG_40h	DMOG_44h	DMOG_48h	DMOG_Log0h	DMOG_Log4h	DMOG_Log8h	DMOG_Log12h	DMOG_Log16h	DMOG_Log20h	DMOG_Log24h	DMOG_Log28h	DMOG_Log32h	DMOG_Log36h	DMOG_Log40h	DMOG_Log44h	DMOG_Log48h	DMOG_AUC4h	DMOG_AUC8h	DMOG_AUC12h	DMOG_AUC16h	DMOG_AUC20h	DMOG_AUC24h	DMOG_AUC28h	DMOG_AUC32h	DMOG_AUC36h	DMOG_AUC40h	DMOG_AUC44h	DMOG_AUC48h	DMOG_TotalAUC	siDMOG_0h	siDMOG_4h	siDMOG_8h	siDMOG_12h	siDMOG_16h	siDMOG_20h	siDMOG_24h	siDMOG_28h	siDMOG_32h	siDMOG_36h	siDMOG_40h	siDMOG_44h	siDMOG_48h	siDMOG_Log0h	siDMOG_Log4h	siDMOG_Log8h	siDMOG_Log12h	siDMOG_Log16h	siDMOG_Log20h	siDMOG_Log24h	siDMOG_Log28h	siDMOG_Log32h	siDMOG_Log36h	siDMOG_Log40h	siDMOG_Log44h	siDMOG_Log48h	siDMOG_AUC4h	siDMOG_AUC8h	siDMOG_AUC12h	siDMOG_AUC16h	siDMOG_AUC20h	siDMOG_AUC24h	siDMOG_AUC28h	siDMOG_AUC32h	siDMOG_AUC36h	siDMOG_AUC40h	siDMOG_AUC44h	siDMOG_AUC48h	siDMOG_TotalAUC
AT-7519 HCl	SG02	0.991872461	0.994909436	1.011332225	0.989745884	0.884746834	0.905285914	1.004336464	0.964146745	0.957860291	0.931565424	0.914887105	1.014628091	0.940079885	-0.003544168	-0.00221645	0.004893846	-0.004476296	-0.053180983	-0.043214237	0.001879231	-0.015856861	-0.01869783	-0.030786639	-0.038632494	0.006306882	-0.02683524	-0.011521236	0.005354791	0.0008351	-0.115314557	-0.19279044	-0.082670013	-0.02795526	-0.069109382	-0.098968939	-0.138838265	-0.064651223	-0.041056716	-0.836686139	0.864011191	0.94934141	0.964050874	0.956613837	0.928248416	0.903140254	0.924365875	0.921551819	0.923254403	0.925214784	0.935762971	0.933937544	0.960650929	-0.063480632	-0.022577575	-0.015900047	-0.019263342	-0.032335783	-0.0442448	-0.034156096	-0.035480239	-0.034678613	-0.033757436	-0.028834144	-0.029682166	-0.017434393	-0.172116415	-0.076955244	-0.070326778	-0.103198249	-0.153161167	-0.156801792	-0.13927267	-0.140317704	-0.136872098	-0.125183161	-0.11703262	-0.094233117	-1.485471015
PF-562271	SG03	0.911107534	0.93253786	0.953082703	0.917411832	0.947986076	0.991589872	0.975235949	0.938489397	0.948330717	0.949174629	0.906413431	1.029506152	0.875206157	-0.040430362	-0.030333527	-0.020869412	-0.037435663	-0.023198042	-0.003667918	-0.010890298	-0.02757063	-0.023040182	-0.022653879	-0.042673668	0.012628946	-0.057889636	-0.141527779	-0.102405879	-0.11661015	-0.121267409	-0.053731918	-0.029116432	-0.076921856	-0.101221624	-0.091388122	-0.130655093	-0.060089443	-0.090521379	-1.115457084	0.956755373	1.024357896	1.031330222	1.012106455	0.970638206	0.967660805	0.976368011	0.975425168	0.972023449	0.983001494	0.980657175	0.986468444	1.052516043	-0.01919909	0.010451719	0.013397744	0.005226195	-0.012942618	-0.01427685	-0.010386458	-0.010806043	-0.012323258	-0.007445822	-0.00848279	-0.005916803	0.022228724	-0.017494741	0.047698928	0.037247878	-0.015432847	-0.054438935	-0.049326615	-0.042385002	-0.046258602	-0.03953816	-0.031857224	-0.028799185	0.032623843	-0.207960663
Momelotinib	SG04	1.032831904	1.036628339	1.046898702	1.002742202	0.969137403	0.982638912	1.119568263	1.045768629	1.022823984	0.974617279	0.901793898	0.92575401	0.834309025	0.014029645	0.015623077	0.019904661	0.001189293	-0.013614645	-0.007606042	0.049050579	0.01943561	0.009800903	-0.011165893	-0.044892708	-0.033504398	-0.078673058	0.059305444	0.071055477	0.042187909	-0.024850703	-0.042441374	0.082889074	0.136972377	0.058473026	-0.00272998	-0.112117202	-0.156794212	-0.224354913	-0.112405077	1.019127676	1.113566663	1.101334196	1.087620352	1.058926765	1.042366056	1.042961247	1.04769567	1.045167416	1.047006418	1.075060754	1.076300179	1.109324118	0.008228596	0.046716221	0.041919124	0.036477326	0.024865925	0.01802026	0.018268172	0.020235149	0.019185862	0.019949344	0.031433008	0.031933413	0.045058455	0.109889633	0.17727069	0.1567929	0.122686502	0.085772372	0.072576864	0.077006642	0.078842022	0.078270411	0.102764703	0.126732841	0.153983735	1.342589315
SB202190	SG05	0.913560507	0.950133373	0.967097207	0.926253266	0.924424888	0.937250585	0.927528681	0.907630533	0.900264716	0.936001535	1.069380267	0.964740265	0.887224325	-0.039262683	-0.022215427	-0.014529871	-0.033270248	-0.034128371	-0.02814428	-0.032672652	-0.042090903	-0.045629771	-0.028723439	0.029132166	-0.015589595	-0.05196656	-0.122956221	-0.073490596	-0.095600237	-0.134797237	-0.124545301	-0.121633864	-0.14952711	-0.175441347	-0.14870642	0.000817454	0.027085142	-0.13511231	-1.253908047	1.025645482	1.094485921	1.091962602	1.073068746	1.041421201	1.024501241	1.022989017	1.022466733	1.026589585	1.02067261	1.039547074	1.052091695	1.069250432	0.010997271	0.039210179	0.038207765	0.030627546	0.017626415	0.010512489	0.009870971	0.009649187	0.011396854	0.008886461	0.01684416	0.022053592	0.029079434	0.100414901	0.154835888	0.137670621	0.096507921	0.056277807	0.04076692	0.039040316	0.042092081	0.040566629	0.051461242	0.077795505	0.102266054	0.939695885
Foretinib	SG06	0.983069123	0.998988303	0.988532591	0.978687163	0.973439783	0.99003286	0.996272996	0.96357814	0.973255668	1.064334817	1.022743951	1.046235729	0.925829292	-0.007415944	-0.000439597	-0.005009008	-0.009356108	-0.011690909	-0.004350391	-0.001621641	-0.016113061	-0.011773058	0.027078269	0.00976692	0.019629547	-0.033469083	-0.015711082	-0.010897209	-0.028730232	-0.042094034	-0.032082599	-0.011944063	-0.035469404	-0.055772239	0.030610422	0.073690378	0.058792933	-0.027679071	-0.097286201	1.105585587	1.176256309	1.175005393	1.152639	1.141148698	1.179866499	1.217269348	1.229309919	1.228935474	1.223973897	1.22545519	1.211636623	1.209314796	0.043592368	0.070501966	0.07003986	0.06169331	0.057342239	0.07183287	0.085386686	0.089661386	0.089529081	0.087772156	0.088297435	0.083372392	0.082539367	0.228188668	0.281083652	0.26346634	0.238071098	0.258350218	0.314439112	0.350096144	0.358380933	0.354602473	0.352139183	0.343339655	0.331823517	3.673980993
BKM120	SG07	0.899867876	0.925221944	0.899250859	0.946195416	0.916132623	0.95222334	1.017264528	1.028092758	1.030968288	1.022597841	0.999393441	1.077189845	0.956535099	-0.045821252	-0.033754075	-0.046119139	-0.02401916	-0.038041652	-0.021261178	0.007433901	0.0120323	0.013245307	0.009704871	-0.000263505	0.032292251	-0.019299089	-0.159150654	-0.159746428	-0.140276598	-0.124121624	-0.118605659	-0.027654554	0.038932402	0.050555214	0.045900357	0.018882733	0.064057491	0.025986322	-0.485240998	0.926931764	1.016834718	1.056694295	1.003508176	0.965507363	1.031713303	1.098773086	1.115100273	1.114360333	1.132458483	1.147940373	1.145711499	1.169802742	-0.032952235	0.007250366	0.023949363	0.001520915	-0.01524441	0.01355903	0.040908013	0.047313922	0.047025644	0.054022289	0.05991933	0.059075272	0.068112635	-0.051403738	0.062399457	0.050940556	-0.027446989	-0.003370759	0.108934087	0.17644387	0.188679133	0.202095868	0.227883239	0.237989204	0.254375814	1.427519742
SMI-4a	SG08	0.773952423	0.801551919	0.952333537	0.903253816	0.877369015	0.894911802	0.874374164	0.850478909	0.854380127	0.928324277	0.926066096	1.02921392	0.962714657	-0.111285736	-0.096068342	-0.021210921	-0.044190195	-0.056817707	-0.048219764	-0.058302683	-0.070336452	-0.068348862	-0.032300292	-0.033358015	0.012505651	-0.016502416	-0.414708155	-0.234558527	-0.130802233	-0.202015804	-0.210074943	-0.213044896	-0.257278271	-0.277370628	-0.201298308	-0.131316615	-0.041704728	-0.00799353	-2.322166636	0.955729268	1.139235567	1.181237707	1.209886764	1.227308671	1.204034627	1.23850589	1.292668711	1.392021644	1.43628807	1.286322992	1.201787049	1.162870348	-0.019665114	0.056613535	0.072337302	0.082744726	0.088953803	0.080638977	0.092898076	0.111487237	0.143645988	0.157241553	0.109350032	0.07982752	0.065531297	0.073896842	0.257901674	0.310164055	0.343397056	0.339185559	0.347074107	0.408770626	0.51026645	0.601775082	0.533183171	0.378355104	0.290717632	4.394687359
R406	SG09	0.96823532	0.9957079	1.009522871	0.959213498	0.940913446	0.932740839	0.924799484	0.985884094	0.987976907	0.984428034	1.036078709	1.105700597	1.106616936	-0.014019079	-0.001868047	0.004116162	-0.018084718	-0.026450325	-0.030239008	-0.033952421	-0.00617414	-0.005253207	-0.006816027	0.015392749	0.043637544	0.043997313	-0.031774252	0.004496231	-0.027937112	-0.089070087	-0.113378666	-0.128382858	-0.080253123	-0.022854693	-0.024138467	0.017153444	0.118060587	0.175269713	-0.202809284	0.994983795	1.06297142	1.059102156	1.034756673	1.001502846	0.99128368	0.99418239	0.99420128	0.985954557	0.986864453	0.994472236	0.995300299	0.998430203	-0.002183992	0.026521588	0.024937852	0.014838236	0.000652188	-0.003802044	-0.002533934	-0.002525682	-0.006143101	-0.005742494	-0.002407337	-0.002045865	-0.00068229	0.048675191	0.10291888	0.079552176	0.030980847	-0.006299712	-0.012671955	-0.010119232	-0.017337567	-0.023771191	-0.016299662	-0.008906405	-0.005456311	0.161265059
Pazopanib	SG10	0.945097283	0.965199855	0.949411039	0.914893983	0.896716598	0.904355117	0.90299931	0.90769709	0.950606	0.940796152	0.967686569	1.053510082	1.01834454	-0.024523485	-0.015382752	-0.022545723	-0.038629229	-0.047344791	-0.043661	-0.044312582	-0.042059057	-0.021999449	-0.026504468	-0.014265287	0.022638696	0.007894739	-0.079812475	-0.07585695	-0.122349903	-0.17194804	-0.182011582	-0.175947163	-0.172743277	-0.128117011	-0.097007833	-0.081539509	0.016746819	0.061066871	-1.209520053	0.95165126	1.018519286	1.015104797	0.984669134	0.976370071	0.971291052	0.985919027	1.007126715	1.036895501	1.012561155	0.995621246	0.952655679	0.934253744	-0.021522173	0.007969257	0.00651088	-0.006709676	-0.010385542	-0.012650612	-0.006158752	0.003084116	0.01573499	0.005421262	-0.001905844	-0.021064039	-0.029535153	-0.027105832	0.028960274	-0.000397591	-0.034190434	-0.046072308	-0.037618728	-0.006149272	0.037638213	0.042312505	0.007030836	-0.045939767	-0.101198385	-0.182730489
Intedanib	SG11	0.942363187	0.949030136	0.959248692	0.908071314	0.874853115	0.860339663	0.862096497	0.883887185	0.892433428	0.921478078	0.958436302	0.958806177	0.857072846	-0.025781688	-0.022719997	-0.018068784	-0.041880043	-0.058064857	-0.065330055	-0.06444412	-0.053603163	-0.049424171	-0.035514992	-0.018436745	-0.018269177	-0.066982264	-0.097003369	-0.081577562	-0.119897656	-0.199889802	-0.246789825	-0.259548349	-0.236094564	-0.206054667	-0.169878326	-0.107903475	-0.073411844	-0.170502882	-1.968552319	0.897279842	1.053758993	1.05128508	1.037354368	1.005249892	1.005805465	1.030174505	0.998299477	0.98409878	0.974409889	0.970255305	0.949630614	0.929100022	-0.047072089	0.022741294	0.021720501	0.01592714	0.002274035	0.002513991	0.012910798	-0.000739156	-0.006961307	-0.011258317	-0.013113974	-0.022445293	-0.03193753	-0.04866159	0.08892359	0.075295282	0.03640235	0.009576052	0.030849577	0.024343282	-0.015400926	-0.036439248	-0.048744582	-0.071118534	-0.108765646	-0.063740392
Sunitinib malate	SG12	0.950080134	0.945431845	0.937069961	0.899324652	0.880404753	0.90930036	0.913585383	0.874124047	0.864714089	0.914061205	0.896930191	0.922355905	0.930625981	-0.022239763	-0.024369773	-0.028227984	-0.046083502	-0.055317622	-0.041292637	-0.039250858	-0.058426932	-0.063127465	-0.039024723	-0.047241357	-0.035101468	-0.031224827	-0.093219073	-0.105195514	-0.148622971	-0.202802246	-0.193220517	-0.161086989	-0.19535558	-0.243108794	-0.204304376	-0.172532161	-0.164685649	-0.132652589	-2.01678646	0.935259972	1.006917582	1.003877533	0.995933634	1.017847593	1.130352213	1.130822531	1.133721733	1.139680923	1.141067601	1.157740479	1.095456124	1.078193704	-0.029067653	0.002993924	0.001680735	-0.001769601	0.007682754	0.053213789	0.053394453	0.054506472	0.056783279	0.057311374	0.063611218	0.039594988	0.032696791	-0.052147457	0.009349318	-0.000177732	0.011826307	0.121793086	0.213216484	0.21580185	0.222579501	0.228189306	0.241845185	0.206412411	0.144583558	1.563271817
Tozasertib 	SH01	0.868766808	0.912170819	0.968820775	0.939326928	0.941326268	0.949015411	0.997157344	1.115476332	1.058298364	1.282018094	1.227631677	1.257272141	1.080206554	-0.06109678	-0.039923825	-0.013756557	-0.027183227	-0.026259822	-0.022726735	-0.001236308	0.04746036	0.024608125	0.107894155	0.089068086	0.099429292	0.033506808	-0.202041211	-0.107360764	-0.081879569	-0.106886099	-0.097973114	-0.047926086	0.092448104	0.144136969	0.265004559	0.393924482	0.376994757	0.265872201	0.89431423	1.037744171	1.154045101	1.14509369	1.139311552	1.155374184	1.159050022	1.215546077	1.233183979	1.241754975	1.271582359	1.312019101	1.312848244	1.347343422	0.016090303	0.062222782	0.058841022	0.056642501	0.062722659	0.06410218	0.084771426	0.091027874	0.094035909	0.104344494	0.117940158	0.118214528	0.129478306	0.156626169	0.242127606	0.230967045	0.23873032	0.253649678	0.297747211	0.3515986	0.370127565	0.396760806	0.444569304	0.472309371	0.495385668	3.950599343
Palbociclib Isethionate	SH02	0.902872568	0.9109334	0.92480684	0.873675351	0.864374179	0.884161756	0.957679183	0.979228532	0.94544234	0.954966726	0.913971931	1.087773476	0.949896357	-0.044373542	-0.040513374	-0.033948967	-0.058649917	-0.063298215	-0.053468274	-0.018779953	-0.009115941	-0.024364952	-0.02001176	-0.039067142	0.036538465	-0.022323778	-0.169773832	-0.148924681	-0.185197767	-0.243896264	-0.233532979	-0.144496454	-0.055791787	-0.066961787	-0.088753426	-0.118157804	-0.005057354	0.028429374	-1.43211476	1.085377105	1.194228677	1.23763175	1.220632234	1.213044916	1.20502426	1.188167422	1.195978831	1.18783571	1.230055965	1.2438362	1.236620565	1.275123887	0.035580656	0.077087496	0.092591442	0.086584834	0.083876882	0.08099579	0.07487764	0.077723493	0.074756377	0.089924871	0.094763192	0.092236465	0.105552381	0.225336304	0.339357876	0.358352553	0.340923433	0.329745345	0.311746862	0.305202266	0.30495974	0.329362498	0.369376127	0.373999313	0.395577692	3.983940008
Brivanib	SH03	0.820620866	0.87286449	0.875227065	0.834602096	0.883994753	0.933576525	0.92768729	0.89790967	0.995100312	1.043220405	1.542076284	1.759859041	0.841578561	-0.085857444	-0.059053174	-0.057879261	-0.078520529	-0.053550313	-0.029850077	-0.032598394	-0.046767351	-0.002133138	0.018376073	0.188105858	0.245477884	-0.074905337	-0.289821237	-0.23386487	-0.27279958	-0.264141683	-0.16680078	-0.124896942	-0.15873149	-0.097800978	0.032485871	0.412963862	0.867167483	0.341145094	0.044904751	1.091908767	1.176934255	1.193528252	1.151341316	1.127111596	1.146084148	1.166588973	1.158940831	1.172434552	1.169195128	1.190935176	1.209616834	1.26609807	0.038186353	0.070752203	0.076832704	0.06120409	0.051966918	0.059216506	0.066917867	0.064061264	0.069088609	0.067886997	0.075888123	0.082647822	0.102467347	0.217877113	0.295169814	0.276073587	0.226342015	0.222366847	0.252268745	0.261958262	0.266299745	0.273951211	0.28755024	0.31707189	0.370230338	3.267159807
TG101348	SH04	0.973251712	1.003062211	0.970578585	0.903398245	0.770330124	0.762399373	0.763587708	0.749500792	0.743114186	0.774415569	0.756708423	0.713583756	0.639605345	-0.011774824	0.001327869	-0.012969295	-0.044120757	-0.113323119	-0.11781747	-0.117141071	-0.125227904	-0.128944448	-0.111025924	-0.121071432	-0.146555045	-0.194087916	-0.020893909	-0.023282852	-0.114180105	-0.314887752	-0.462281176	-0.469917082	-0.484737951	-0.508344704	-0.479940745	-0.464194713	-0.535252953	-0.681285921	-4.559199862	1.200705498	1.284468155	1.301363126	1.275510846	1.228963797	1.204318456	1.211123361	1.214237922	1.212211669	1.209307723	1.208757777	1.231824311	1.252259304	0.079436499	0.108723342	0.114398497	0.105684156	0.08953909	0.080741342	0.083188381	0.084303792	0.08357846	0.082536826	0.082339281	0.090548771	0.097694267	0.376319682	0.446243677	0.440165306	0.390446491	0.340560863	0.327859446	0.334984347	0.335764505	0.332230573	0.329752215	0.345776105	0.376486076	4.376589285
SD169	SH05	0.901225675	0.898748341	0.973487812	0.952439414	0.934924105	0.945696293	0.929080424	0.915196593	0.958219531	0.984093607	1.131772344	1.213562915	1.058456666	-0.045166444	-0.046361898	-0.011669481	-0.021162641	-0.029223643	-0.024248313	-0.031946691	-0.038485605	-0.018534981	-0.00696359	0.053759077	0.084062296	0.024673082	-0.183056685	-0.116062759	-0.065664245	-0.100772567	-0.106943912	-0.112390008	-0.140864592	-0.114041173	-0.050997142	0.093590976	0.275642748	0.217470758	-0.404088602	1.052204958	1.121975544	1.145091394	1.129350731	1.120311919	1.108967088	1.114792103	1.143743775	1.156012302	1.163296541	1.17224237	1.194880653	1.295890379	0.022100344	0.049983391	0.058840151	0.052828837	0.049338956	0.044918657	0.047193884	0.058328743	0.062962456	0.065690437	0.069017415	0.077324529	0.112568266	0.144167469	0.217647083	0.223337976	0.204335588	0.188515228	0.184225082	0.211045254	0.242582398	0.257305785	0.269415703	0.292683888	0.37978559	2.815047042
MPI0479605 HCl	SH06	0.777346769	0.766655969	0.848325393	0.82181452	0.864499066	0.908420369	0.922005024	0.896350094	0.910607689	0.946777208	0.937362112	1.076950336	0.987066161	-0.109385202	-0.115399479	-0.071437533	-0.08522619	-0.063235472	-0.041713136	-0.035266712	-0.047522332	-0.040668687	-0.023752205	-0.028092605	0.032195676	-0.005653736	-0.449569362	-0.373674023	-0.313327446	-0.296923323	-0.209897216	-0.153959698	-0.165578088	-0.176382037	-0.128841785	-0.10368962	0.008206143	0.053083879	-2.310552575	1.165814868	1.270009142	1.269472612	1.24874723	1.210185754	1.193836001	1.201517607	1.20157832	1.209756568	1.20574982	1.22523495	1.274634313	1.290996453	0.06662959	0.103806847	0.103623336	0.096474538	0.082852036	0.076944671	0.079730139	0.079752084	0.082697989	0.081257206	0.088219377	0.105385605	0.110925049	0.340872874	0.414860366	0.400195747	0.358653148	0.319593415	0.313349621	0.318964446	0.324900145	0.327910389	0.338953165	0.387209964	0.432621309	4.278084589
GDC-0032	SH07	0.73288365	0.770193166	0.761177304	0.733181335	0.718946702	0.764495644	0.748222862	0.749454904	0.745510617	0.739354047	0.717448964	0.889533775	0.846416893	-0.134964967	-0.113400339	-0.11851417	-0.1347886	-0.143303304	-0.116624985	-0.125969026	-0.125254494	-0.127546167	-0.131147546	-0.144208987	-0.050837557	-0.072415677	-0.496730612	-0.463829018	-0.506605538	-0.556183808	-0.519856578	-0.485188022	-0.502447041	-0.505601323	-0.517387426	-0.550713066	-0.390093089	-0.24650647	-5.741141989	0.971520578	1.046087335	1.074114589	1.10456769	1.073836153	1.078572706	1.076134246	1.074460845	1.122027344	1.130254609	1.128112439	1.141213986	1.175901299	-0.012547996	0.019567944	0.031050615	0.043192335	0.030938021	0.032849426	0.031866452	0.031190594	0.050003441	0.053176287	0.052352388	0.057367085	0.07037087	0.014039896	0.101237119	0.148485902	0.148260713	0.127574895	0.129431756	0.126114092	0.162388069	0.206359455	0.211057349	0.219438947	0.255475911	1.849864105
Bisindoylmaleimide X HCl	SH08	0.819717159	0.818952364	0.813646287	0.776922558	0.764073666	0.77957728	0.804179859	0.808841688	0.808409311	0.81044509	0.83406672	0.96938039	0.807610878	-0.086335974	-0.086741359	-0.089564353	-0.109622269	-0.116864768	-0.108140826	-0.094646808	-0.092136473	-0.092368693	-0.091276405	-0.078799207	-0.01350577	-0.09279784	-0.346154666	-0.352611424	-0.398373243	-0.452974073	-0.450011189	-0.405575269	-0.373566563	-0.369010332	-0.367290195	-0.340151223	-0.184609954	-0.21260722	-4.252935354	0.874464602	1.019690108	1.026237871	1.007999312	1.000418162	0.998860065	1.004042586	1.004157653	1.001716267	1.012007056	1.012717502	1.04237589	1.052067018	-0.058257766	0.008468206	0.011248037	0.003460236	0.000181567	-0.00049535	0.001752134	0.001801903	0.000744726	0.005183541	0.005488316	0.018024358	0.022043406	-0.099579119	0.039432487	0.029416546	0.007283606	-0.000627565	0.002513567	0.007108072	0.005093258	0.011856534	0.021343712	0.047025347	0.080135527	0.151001972
AMG-Tie2-1	SH09	0.846023311	0.881679679	0.84502576	0.82313694	0.806845253	0.843847328	0.835279259	0.812818975	0.813220935	0.973509423	0.845182195	0.855002326	0.787470553	-0.07261767	-0.054689169	-0.073130052	-0.084527908	-0.093209752	-0.07373612	-0.078168303	-0.090006166	-0.08979145	-0.01165984	-0.073049661	-0.068032704	-0.103765677	-0.254613678	-0.255638441	-0.315315919	-0.35547532	-0.333891744	-0.303808846	-0.336348938	-0.359595232	-0.20290258	-0.169419002	-0.282164729	-0.343596762	-3.512771192	0.818782976	1.054153711	1.111248687	1.149983879	1.204955689	1.201567696	1.213071458	1.222661808	1.234381452	1.237147931	1.249958055	1.248022113	1.281730801	-0.086831196	0.022903942	0.045811261	0.060691752	0.080971076	0.079748244	0.083886384	0.087306346	0.091449387	0.092421633	0.09689544	0.09622228	0.107796821	-0.127854507	0.137430406	0.213006026	0.283325657	0.321438641	0.327269257	0.342385462	0.357511468	0.367742041	0.378634145	0.38623544	0.408038203	3.395162238
Amuvatinib	SH10	0.904810862	0.901049768	0.890568107	0.832621208	0.801353881	0.803529227	0.791761121	0.822254661	0.829645138	0.808903401	0.8273803	0.903883204	0.776369327	-0.043442194	-0.045251221	-0.050332862	-0.079552531	-0.096175655	-0.094998322	-0.101405828	-0.084993656	-0.081107628	-0.092103339	-0.082294824	-0.043887684	-0.109931631	-0.177386831	-0.191168165	-0.259770786	-0.351456373	-0.382347955	-0.3928083	-0.372798968	-0.332202567	-0.346421932	-0.348796325	-0.252365015	-0.30763863	-3.715161847	0.753379948	0.813685829	0.81314437	0.816566875	0.834332022	0.850800356	0.869417673	0.871313452	0.870535144	0.882432225	0.929583192	0.926203349	0.949192459	-0.122985943	-0.089543248	-0.089832341	-0.088008242	-0.078661088	-0.070172337	-0.060771536	-0.059825581	-0.060213691	-0.054318641	-0.031711737	-0.033293653	-0.022645721	-0.425058381	-0.358751176	-0.355681165	-0.333338659	-0.297666849	-0.261887746	-0.241194234	-0.240078545	-0.229064664	-0.172060756	-0.130010781	-0.111878748	-3.156671704
Linifanib	SH11	0.810743826	0.809051802	0.800077706	0.79411731	0.818200133	0.830383967	0.838247167	0.943675903	0.96779623	0.92440773	0.940749166	0.918464767	0.779008416	-0.09111635	-0.09202367	-0.096867831	-0.100115337	-0.087140454	-0.080721045	-0.076627906	-0.025177135	-0.014216074	-0.034136432	-0.026526158	-0.036937499	-0.10845785	-0.366280041	-0.377783003	-0.393966336	-0.374511583	-0.335722998	-0.314697901	-0.203610081	-0.078786417	-0.096705011	-0.121325179	-0.126927314	-0.290790699	-3.081106562	0.885918479	0.941775252	0.946089275	0.932004084	0.955013412	0.970179149	0.991765754	1.012559939	1.028980024	1.061022186	1.06510897	1.053969022	1.083283127	-0.052606239	-0.026052726	-0.024067881	-0.030582185	-0.019990529	-0.013148063	-0.003590892	0.005420741	0.012406944	0.025724465	0.027394042	0.022827846	0.034741979	-0.157317931	-0.100241214	-0.109300131	-0.101145428	-0.066277185	-0.033477911	0.003659698	0.035655369	0.076262818	0.106237015	0.100443777	0.11513965	-0.130361473
