Inhibitor	ID	TGFB_0h	TGFB_4h	TGFB_8h	TGFB_12h	TGFB_16h	TGFB_20h	TGFB_24h	TGFB_28h	TGFB_32h	TGFB_36h	TGFB_40h	TGFB_44h	TGFB_48h	TGFB_Log0h	TGFB_Log4h	TGFB_Log8h	TGFB_Log12h	TGFB_Log16h	TGFB_Log20h	TGFB_Log24h	TGFB_Log28h	TGFB_Log32h	TGFB_Log36h	TGFB_Log40h	TGFB_Log44h	TGFB_Log48h	TGFB_AUC4h	TGFB_AUC8h	TGFB_AUC12h	TGFB_AUC16h	TGFB_AUC20h	TGFB_AUC24h	TGFB_AUC28h	TGFB_AUC32h	TGFB_AUC36h	TGFB_AUC40h	TGFB_AUC44h	TGFB_AUC48h	TGFB_TotalAUC	siTGFB_0h	siTGFB_4h	siTGFB_8h	siTGFB_12h	siTGFB_16h	siTGFB_20h	siTGFB_24h	siTGFB_28h	siTGFB_32h	siTGFB_36h	siTGFB_40h	siTGFB_44h	siTGFB_48h	siTGFB_Log0h	siTGFB_Log4h	siTGFB_Log8h	siTGFB_Log12h	siTGFB_Log16h	siTGFB_Log20h	siTGFB_Log24h	siTGFB_Log28h	siTGFB_Log32h	siTGFB_Log36h	siTGFB_Log40h	siTGFB_Log44h	siTGFB_Log48h	siTGFB_AUC4h	siTGFB_AUC8h	siTGFB_AUC12h	siTGFB_AUC16h	siTGFB_AUC20h	siTGFB_AUC24h	siTGFB_AUC28h	siTGFB_AUC32h	siTGFB_AUC36h	siTGFB_AUC40h	siTGFB_AUC44h	siTGFB_AUC48h	siTGFB_TotalAUC
Foretinib	SG06	0.871495823	0.861858681	0.830601192	0.796109936	0.778227831	0.778047019	0.761037391	0.72952041	0.742917758	0.87805866	0.962701649	0.907787775	0.842264222	-0.05973469	-0.06456394	-0.08060745	-0.099026956	-0.108893242	-0.108994157	-0.118594005	-0.136962553	-0.129059261	-0.056476469	-0.016508284	-0.04201567	-0.074551647	-0.248597259	-0.290342779	-0.359268811	-0.415840396	-0.435774798	-0.455176324	-0.511113117	-0.532043628	-0.37107146	-0.145969507	-0.117047909	-0.233134634	-4.115380622	0.962146244	0.932478739	0.969043859	0.983642728	0.995973986	1.017106183	0.990030286	0.946503969	0.909919425	0.895390431	0.857960763	0.82329144	0.767831557	-0.016758911	-0.030361062	-0.013656566	-0.007162614	-0.001752005	0.007366294	-0.00435152	-0.023877561	-0.040997064	-0.047987551	-0.066532573	-0.0844464	-0.114734043	-0.094239945	-0.088035256	-0.041638361	-0.017829238	0.011228579	0.006029549	-0.056458161	-0.129749248	-0.177969229	-0.229040249	-0.301957947	-0.398360886	-1.518020392
BKM120	SG07	1.110458691	1.074993812	1.026723417	0.975901863	0.632325894	0.759816601	0.7604743	0.88409523	0.906532267	0.88065511	0.900857417	0.9427796	0.789363287	0.045502407	0.031405964	0.011453467	-0.010593853	-0.199059033	-0.119291222	-0.118915458	-0.053500953	-0.042616733	-0.055194141	-0.045343941	-0.025589823	-0.102723076	0.153816744	0.085718863	0.001719229	-0.419305772	-0.63670051	-0.47641336	-0.344832822	-0.192235371	-0.195621747	-0.201076164	-0.14186753	-0.256625799	-2.623424241	1.060222448	1.042008845	1.002873382	0.997445912	0.987627835	1.002664712	0.99931155	0.986404717	0.992495636	0.981940669	0.954925445	0.921563391	0.866624136	0.025396995	0.017871405	0.001246105	-0.001110645	-0.005406679	0.001155731	-0.000299093	-0.00594486	-0.003271394	-0.007914752	-0.020030534	-0.035474786	-0.06216922	0.086536801	0.03823502	0.000270919	-0.013034648	-0.008501896	0.001713275	-0.012487905	-0.018432508	-0.022372293	-0.055890573	-0.11101064	-0.195288011	-0.31026246
SMI-4a	SG08	1.20359025	1.12132291	0.895581233	0.873307791	0.810250832	0.81580015	0.778106579	0.729565088	0.73636334	0.722185228	0.730781524	0.763891686	0.679483149	0.080478661	0.049730695	-0.047895016	-0.058832665	-0.091380514	-0.088416219	-0.108960913	-0.136935957	-0.132907841	-0.141351399	-0.136212441	-0.116968217	-0.167821309	0.260418713	0.003671359	-0.213455362	-0.300426359	-0.359593467	-0.394754264	-0.491793738	-0.539687595	-0.54851848	-0.555127681	-0.506361316	-0.569579052	-4.215207242	1.094258176	1.081786817	1.060485235	1.043781418	1.047462543	1.056124745	1.049908632	1.035765281	1.035168375	1.040646835	1.024876788	1.003320522	0.964932581	0.0391198	0.034141685	0.025504626	0.018609561	0.020138502	0.023715218	0.021151506	0.015261349	0.015010996	0.017303368	0.010671657	0.001439695	-0.015503029	0.14652297	0.119292622	0.088228375	0.077496125	0.08770744	0.089733449	0.072825711	0.06054469	0.064628727	0.05595005	0.024222705	-0.028126668	0.859026195
R406	SG09	1.203586579	1.148859405	1.183636305	0.886313461	0.838822717	0.833311008	0.793762147	0.765567368	0.750497816	0.727098518	0.717067515	0.726311184	0.699577686	0.080477336	0.060266884	0.073218278	-0.052412655	-0.076329816	-0.079192881	-0.100309616	-0.116016586	-0.124650567	-0.138406741	-0.144439952	-0.138877268	-0.155164051	0.28148844	0.266970323	0.041611246	-0.257484942	-0.311045395	-0.359004993	-0.432652404	-0.481334307	-0.526114616	-0.565693385	-0.56663444	-0.58808264	-3.497977113	1.076356017	1.045652514	1.005319257	0.993430679	0.994471038	0.999067112	0.99669442	0.982490414	0.978051548	0.979973382	0.964263309	0.939782811	0.898124114	0.031955943	0.019387386	0.002304002	-0.002862432	-0.00240786	-0.000405337	-0.001437973	-0.007671678	-0.009638255	-0.00878572	-0.015804358	-0.026972503	-0.046663643	0.102686658	0.043382775	-0.001116861	-0.010540585	-0.005626395	-0.003686621	-0.018219303	-0.034619867	-0.036847951	-0.049180157	-0.085553722	-0.147272291	-0.246594321
Pazopanib	SG10	0.962176273	1.017186312	1.112004753	0.980783386	0.996941543	1.103249102	1.110511641	1.136102264	1.185789894	1.172601162	1.135887017	1.138511906	1.028013951	-0.016745357	0.007400507	0.046106644	-0.0084269	-0.001330306	0.042673583	0.045523115	0.055417425	0.074007745	0.06915032	0.055335136	0.056337577	0.011999008	-0.018689699	0.107014302	0.075359488	-0.019514412	0.082686552	0.176393396	0.201881081	0.25885034	0.28631613	0.248970912	0.223345425	0.13667317	1.759286685	0.929724598	0.914445966	0.881884955	0.902905701	0.932352855	0.956791924	0.953774702	0.942700878	0.954035884	0.970529741	0.948002726	0.899359044	0.841288968	-0.031645679	-0.038841952	-0.054588066	-0.044357605	-0.030419695	-0.019182499	-0.020554201	-0.025626088	-0.02043529	-0.012991152	-0.023190414	-0.046066894	-0.075054806	-0.14097526	-0.186860036	-0.197891342	-0.1495546	-0.099204388	-0.0794734	-0.092360579	-0.092122757	-0.066852883	-0.072363131	-0.138514615	-0.242243399	-1.558416391
Intedanib	SG11	1.292924325	1.247646714	1.112081286	1.046449856	0.993923299	0.919256931	0.910785978	0.872080932	0.829814597	0.825328377	0.767620305	0.782507711	0.701938251	0.111573106	0.096091627	0.046136533	0.019718423	-0.002647129	-0.036563087	-0.040583664	-0.059443209	-0.08101893	-0.083373222	-0.114853546	-0.106511374	-0.153701091	0.415329467	0.284456319	0.13170991	0.034142588	-0.078420431	-0.154293502	-0.200053747	-0.280924278	-0.328784305	-0.396453537	-0.44272984	-0.52042493	-1.536446286	0.946936929	0.977195519	0.956172312	0.956173992	0.965447364	0.973393374	0.969093322	0.960157576	0.959307584	0.95445066	0.937535539	0.932770992	0.890077569	-0.023678946	-0.010018533	-0.019463836	-0.019463073	-0.015271399	-0.011711614	-0.013634399	-0.017657487	-0.018042122	-0.020246517	-0.028012261	-0.030224968	-0.050572144	-0.067394959	-0.058964739	-0.077853819	-0.069468944	-0.053966027	-0.050692027	-0.062583772	-0.071399218	-0.076577279	-0.096517556	-0.116474458	-0.161594224	-0.963487023
Sunitinib malate	SG12	1.417812484	1.352358513	1.259510957	1.13448443	0.936360569	0.878499387	0.857190195	0.880461609	0.863049143	0.867810659	0.849374519	0.862703323	0.790506287	0.151618796	0.131091839	0.10020195	0.05479854	-0.028556883	-0.056258537	-0.066922805	-0.055289576	-0.063964474	-0.06157502	-0.070900772	-0.064138529	-0.102094672	0.565421271	0.462587578	0.31000098	0.052483313	-0.169630841	-0.246362685	-0.244424762	-0.238508101	-0.251078989	-0.264951584	-0.270078602	-0.332466402	-0.627008822	0.988393778	0.957396466	0.926457081	0.978454793	1.004444875	1.020605434	1.020453608	1.011307895	1.046138549	1.018067055	0.987134365	0.953223778	0.883709736	-0.005069997	-0.01890818	-0.033174695	-0.009459235	0.001926107	0.008857876	0.008793266	0.004883398	0.019589206	0.007776384	-0.005623729	-0.020805133	-0.05369036	-0.047956354	-0.10416575	-0.08526786	-0.015066256	0.021567967	0.035302284	0.027353326	0.048945207	0.054731179	0.00430531	-0.052857723	-0.148990986	-0.262099656
Tozasertib 	SH01	1.169755673	1.115343259	1.021699887	0.936371037	0.915994423	0.916205096	0.893422064	0.853375066	0.839869566	0.827279675	0.814039354	0.835235419	0.763442493	0.06809516	0.047408547	0.009323345	-0.028552028	-0.038107171	-0.038007297	-0.048943326	-0.068860051	-0.075788156	-0.082347645	-0.089354599	-0.078191097	-0.117223671	0.231007414	0.113463784	-0.038457365	-0.133318397	-0.152228935	-0.173901247	-0.235606754	-0.289296413	-0.316271603	-0.343404489	-0.335091393	-0.390829537	-2.063934933	1.036188086	1.036639027	1.008372041	1.046644924	1.126279976	1.166340167	1.208379253	1.204968188	1.244817784	1.232161701	1.177133141	1.121355384	1.047085729	0.015438594	0.015627555	0.003620796	0.019799372	0.051646363	0.066825232	0.08220326	0.080975581	0.095105784	0.090667706	0.070825587	0.049743273	0.019982241	0.062132299	0.038496701	0.046840334	0.142891469	0.23694319	0.298056985	0.326357683	0.352162731	0.37154698	0.322986585	0.241137719	0.139451026	2.579003703
Palbociclib Isethionate	SH02	1.242958138	1.246041227	1.263834496	1.26284388	1.106744231	1.088349742	1.052791321	1.007675028	0.995645863	0.982021046	0.957550299	0.986799374	0.889030484	0.094456502	0.095532412	0.101690205	0.101349664	0.044047267	0.036768479	0.022342296	0.003320496	-0.001895106	-0.007879205	-0.018838404	-0.005771135	-0.051083347	0.379977828	0.394445234	0.406079738	0.290793862	0.161631491	0.118221549	0.051325584	0.002850779	-0.019548622	-0.053435217	-0.049219077	-0.113708964	1.569414186	0.966915256	0.974736514	0.98367089	0.976847526	0.998299041	0.986363668	0.967593103	0.936829113	0.921282479	0.907524435	0.867354879	0.841975895	0.792242702	-0.014611587	-0.011112765	-0.007150181	-0.010173219	-0.000739346	-0.005962933	-0.014307236	-0.028339622	-0.035607188	-0.042141673	-0.061803174	-0.074700342	-0.101141753	-0.051448704	-0.036525891	-0.034646799	-0.02182513	-0.013404558	-0.040540338	-0.085293715	-0.127893619	-0.155497722	-0.207889694	-0.273007032	-0.351684189	-1.399657393
Brivanib	SH03	1.146656028	1.139743503	1.108073378	1.104003057	0.998120307	0.989112349	0.969702008	0.931104466	0.9130123	0.874074945	0.825034471	0.871484279	0.789533819	0.059433158	0.056807125	0.044568521	0.042970276	-0.000817108	-0.004754376	-0.013361705	-0.03100159	-0.039523372	-0.058451328	-0.083527906	-0.059740443	-0.102629263	0.232480567	0.202751292	0.175077594	0.084306335	-0.011142969	-0.036232162	-0.088726591	-0.141049924	-0.1959494	-0.283958468	-0.286536697	-0.324739411	-0.673719834	1.012262771	0.984292245	0.957569772	0.964709045	0.987962166	1.00244256	1.021526636	0.972082605	0.952509626	0.922833282	0.899368201	0.862590183	0.812279699	0.005293265	-0.006875937	-0.018829572	-0.01560365	-0.005259686	0.001059497	0.009249695	-0.012296828	-0.021130627	-0.034876751	-0.046062472	-0.064195489	-0.090294401	-0.003165344	-0.051411017	-0.068866443	-0.041726672	-0.008400379	0.020618384	-0.006094266	-0.06685491	-0.112014755	-0.161878446	-0.220515921	-0.308979779	-1.029289548
TG101348	SH04	1.076524313	1.107616595	1.058988816	1.00219271	1.008392274	1.038410014	1.044602588	0.980704593	0.968611227	0.947503149	0.921044287	0.948233503	0.861095735	0.032023843	0.044389454	0.024891374	0.000951239	0.00362951	0.016368868	0.018951097	-0.008461791	-0.013850501	-0.023419338	-0.035719487	-0.023084704	-0.064948562	0.152826593	0.138561655	0.051685226	0.009161498	0.039996754	0.07063993	0.020978613	-0.044624584	-0.074539679	-0.11827765	-0.117608382	-0.176066532	-0.047266557	0.937981327	0.950053637	0.927418864	0.936300656	0.960178777	1.015274242	0.975280842	0.939371	0.915690489	0.891942752	0.863749223	0.831664333	0.774646963	-0.027805807	-0.022251875	-0.032724075	-0.028584672	-0.017647898	0.006583368	-0.010870307	-0.027162851	-0.038251297	-0.049663019	-0.06361233	-0.080051923	-0.110896177	-0.100115365	-0.1099519	-0.122617494	-0.09246514	-0.022129059	-0.008573877	-0.076066316	-0.130828296	-0.175828632	-0.226550699	-0.287328507	-0.381896202	-1.734351487
SD169	SH05	1.079408485	1.042960136	1.001603451	0.910872208	0.881198132	0.871225646	0.844485485	0.823419527	0.826572943	0.862614409	0.803229139	0.788633681	0.703303037	0.033185828	0.018267709	0.000695812	-0.040542549	-0.054926432	-0.059869349	-0.073407811	-0.084378838	-0.082718815	-0.064183292	-0.095160545	-0.103124679	-0.152857507	0.102907074	0.037927043	-0.079693473	-0.190937962	-0.229591562	-0.266554319	-0.315573298	-0.334195306	-0.293804213	-0.318687673	-0.396570448	-0.511964372	-2.79673851	0.9211002	0.910291143	0.880434528	0.879068357	0.882591621	0.895625255	0.910314406	0.957704806	0.913457402	0.883690656	0.839978414	0.814147227	0.761878752	-0.035693123	-0.040819683	-0.055302934	-0.055977353	-0.0542402	-0.047873669	-0.040808584	-0.018768333	-0.039311701	-0.053699737	-0.075731874	-0.089297052	-0.118114138	-0.153025613	-0.192245234	-0.222560573	-0.220435105	-0.204227737	-0.177364506	-0.119153835	-0.116160068	-0.186022876	-0.258863223	-0.330057853	-0.414822381	-2.594939002
MPI0479605 HCl	SH06	1.097064027	1.093118477	1.111782385	1.034853273	0.961574552	0.952425407	0.95012917	0.930837608	0.916327039	0.87202229	0.859827874	0.886264999	0.798820771	0.040231975	0.038667235	0.046019789	0.014878778	-0.017017039	-0.021169028	-0.022217348	-0.031126079	-0.037949498	-0.059472414	-0.06558848	-0.052436402	-0.097550651	0.15779842	0.169374048	0.121797133	-0.004276522	-0.076372133	-0.086772752	-0.106686854	-0.138151153	-0.194843824	-0.250121788	-0.236049764	-0.299974106	-0.944279295	0.965537573	0.95180782	0.950444236	0.978023813	1.019935456	1.03038076	1.030813471	1.004413659	0.983953808	0.969536358	0.926372508	0.880877004	0.826567048	-0.015230821	-0.021450731	-0.022073359	-0.009650571	0.008572689	0.012997741	0.013180085	0.00191261	-0.007025289	-0.0134359	-0.033214342	-0.055084727	-0.082721912	-0.073363106	-0.08704818	-0.063447859	-0.002155763	0.04314086	0.052355652	0.030185391	-0.010225358	-0.040922378	-0.093300484	-0.176598139	-0.27561328	-0.696992644
GDC-0032	SH07	0.962088395	1.015684065	1.016203383	0.941106606	0.928688905	0.932020321	0.942536674	0.914772037	0.902898117	0.914137809	0.890834423	0.894299644	0.811138971	-0.016785024	0.006758639	0.006980636	-0.026361178	-0.032129743	-0.030574619	-0.025701742	-0.038687119	-0.044361253	-0.038988328	-0.05020301	-0.048516942	-0.090904733	-0.02005277	0.027478551	-0.038761083	-0.116981842	-0.125408723	-0.112552722	-0.128777724	-0.166096744	-0.166699162	-0.178382676	-0.197439903	-0.278843349	-1.502518148	1.071076653	1.033066437	1.004119865	0.956942523	0.941777011	0.931021175	0.916266063	0.879727618	0.855832693	0.847308213	0.817440477	0.781074575	0.715708978	0.029820553	0.014128252	0.001785559	-0.019114147	-0.026051915	-0.031040441	-0.037978399	-0.055651774	-0.067611127	-0.071958584	-0.087543861	-0.107307499	-0.145263535	0.08789761	0.031827622	-0.034657175	-0.090332123	-0.114184713	-0.13803768	-0.187260345	-0.246525802	-0.279139423	-0.31900489	-0.38970272	-0.505142067	-2.184261706
Bisindoylmaleimide X HCl	SH08	1.087120285	1.078645273	1.105345563	1.027363166	0.918790816	0.942427858	0.916739415	0.887702127	0.868200833	0.880568507	0.862012015	0.897108249	0.819607288	0.036277599	0.032878645	0.043498072	0.011723991	-0.036783355	-0.025751885	-0.037754096	-0.05173274	-0.061379802	-0.055236851	-0.064486681	-0.04715515	-0.086394188	0.138312488	0.152753434	0.110444126	-0.050118727	-0.125070479	-0.127011961	-0.178973671	-0.226225083	-0.233233305	-0.239447063	-0.223283661	-0.267098677	-1.268952579	0.909602789	0.920804253	0.913337073	0.916051835	0.927948203	0.939841458	0.944524533	0.931512152	0.938679638	0.939634022	0.921719028	0.87818083	0.82260391	-0.041148217	-0.035832683	-0.039368914	-0.038079951	-0.032476265	-0.026945401	-0.024786757	-0.030811475	-0.027482603	-0.027041267	-0.035401447	-0.056416047	-0.084809231	-0.1539618	-0.150403194	-0.154897729	-0.141112432	-0.118843333	-0.103464317	-0.111196465	-0.116588156	-0.109047739	-0.124885427	-0.183634989	-0.282450556	-1.750486138
AMG-Tie2-1	SH09	1.159827393	1.084449865	1.186015454	1.130137056	1.125466097	0.985429345	0.932423383	0.8790448	0.874591808	0.861085846	0.829206128	0.836395566	0.750280987	0.064393362	0.035209479	0.074090348	0.053131115	0.051332417	-0.006374509	-0.030386844	-0.055988991	-0.058194595	-0.064953549	-0.081337497	-0.077588278	-0.124776059	0.199205682	0.218599654	0.254442926	0.208927065	0.089915816	-0.073522706	-0.172751669	-0.228367171	-0.246296288	-0.292582093	-0.31785155	-0.404728674	-0.76500901	1.146322392	1.1012443	1.050719487	1.047944118	1.0494649	1.031001233	1.007730629	0.972716979	0.953064834	0.920729861	0.887340759	0.850400681	0.790812685	0.059306776	0.041883674	0.021486787	0.020338124	0.020967918	0.013259185	0.003344459	-0.012013503	-0.020877555	-0.035867772	-0.051909569	-0.070376401	-0.101926373	0.202380899	0.126740921	0.083649823	0.082612085	0.068454205	0.033207287	-0.017338089	-0.065782116	-0.113490653	-0.175554682	-0.24457194	-0.344605547	-0.364297808
Amuvatinib	SH10	1.287438882	1.21764695	1.143110587	1.082130782	1.002983648	1.000626324	0.982581504	0.930240374	0.882821528	0.868643113	0.859212756	0.86017337	0.763066626	0.109726621	0.085521385	0.058088247	0.034279751	0.001293853	0.000271924	-0.007631415	-0.031404815	-0.054127085	-0.061158619	-0.065899284	-0.065414007	-0.117437541	0.390496013	0.287219265	0.184735996	0.071147207	0.003131553	-0.014718983	-0.078072461	-0.1710638	-0.230571408	-0.254115807	-0.262626582	-0.365703095	-0.440142102	0.948488295	0.919310268	0.913709819	0.951822715	0.963273853	0.976271119	1.006510931	0.974479206	0.952466411	0.930539987	0.902413781	0.866450739	0.80859821	-0.022968024	-0.036537889	-0.039191708	-0.021443935	-0.016250228	-0.010429558	0.002818496	-0.011227424	-0.021150331	-0.03126496	-0.044594281	-0.062256124	-0.092267224	-0.119011827	-0.151459194	-0.121271286	-0.075388326	-0.053359572	-0.015222125	-0.016817856	-0.064755509	-0.104830581	-0.151718482	-0.213700809	-0.309046696	-1.396582263
Linifanib	SH11	1.158215872	1.145943399	1.100720352	1.046987904	1.002056882	0.976277637	0.961704193	0.92930122	0.923346223	0.964953468	0.956463518	1.004687277	0.879062814	0.063789512	0.059163167	0.041676997	0.019941664	0.000892375	-0.010426659	-0.01695849	-0.031843493	-0.034635423	-0.015493629	-0.01933159	0.002030903	-0.055980091	0.245905359	0.201680328	0.123237322	0.041668079	-0.019068567	-0.054770298	-0.097603966	-0.132957831	-0.100258103	-0.069650438	-0.034601376	-0.107898377	-0.004317871	1.042222113	1.015176877	0.975882828	0.967245679	0.968054629	0.992569251	1.007489738	0.938719399	0.919181392	0.879287365	0.844575035	0.812017656	0.761852788	0.017960283	0.006541717	-0.010602324	-0.014463202	-0.014100134	-0.003239183	0.003240631	-0.027464207	-0.036598776	-0.055869167	-0.07336176	-0.090434528	-0.118128939	0.049004001	-0.008121214	-0.050131051	-0.057126671	-0.034678634	2.90E-06	-0.048447152	-0.128125967	-0.184935887	-0.258461855	-0.327592576	-0.417126933	-1.465741042
Tandutinib	SH12	1.108780562	1.092830472	1.057818359	1.004954438	1.007075165	0.985558275	0.944169166	0.906555125	0.888663078	0.871409787	0.84253968	0.859445194	0.760272788	0.044845604	0.038552796	0.0244111	0.002146372	0.003061886	-0.006317691	-0.024950187	-0.042605783	-0.051262863	-0.059777567	-0.074409637	-0.065781813	-0.119030554	0.1667968	0.125927793	0.053114945	0.010416517	-0.00651161	-0.062535756	-0.135111938	-0.187737292	-0.22208086	-0.268374407	-0.280382898	-0.369624733	-1.176103439	0.925957478	0.927030709	0.908503242	0.909428948	0.944974998	0.961616475	0.979051381	0.96112773	0.958983636	0.940049499	0.911056594	0.855147282	0.793969107	-0.033408957	-0.032905879	-0.041673519	-0.041231226	-0.024579682	-0.016998105	-0.009194516	-0.017218893	-0.018188804	-0.026849278	-0.040454644	-0.06795908	-0.100196395	-0.132629671	-0.149158795	-0.165809489	-0.131621815	-0.083155573	-0.052385241	-0.052826816	-0.070815392	-0.090076162	-0.134607844	-0.216827449	-0.336310952	-1.6162252
GSK269962A	TA01	1.053095677	1.043499066	0.993850767	0.981727679	0.978492647	0.983932015	0.971473297	0.975639474	0.932188818	0.939134681	0.939732935	0.942295102	0.891901055	0.02246783	0.018492065	-0.002678823	-0.008008964	-0.009442434	-0.007034908	-0.012569132	-0.010710637	-0.030496111	-0.027272121	-0.026995552	-0.025813066	-0.049683322	0.081919789	0.031626484	-0.021375574	-0.034902796	-0.032954684	-0.039208081	-0.046559538	-0.082413495	-0.115536464	-0.108535347	-0.105617237	-0.150992777	-0.624549719	1.034323282	1.012594263	0.990621251	0.978160419	1.012691556	1.039332794	1.045743156	1.040347446	1.053119006	1.033634243	0.98204002	0.929373754	0.86098546	0.014656301	0.005435462	-0.00409236	-0.009589915	0.005477189	0.016754631	0.019425031	0.017178405	0.022477451	0.014366889	-0.007870814	-0.031809596	-0.065004183	0.040183526	0.002686206	-0.027364549	-0.008225452	0.044463639	0.072359323	0.073206873	0.079311712	0.073688678	0.01299215	-0.07936082	-0.193627558	0.090313728
Menadione	TA02	1.110215295	1.110214901	1.052633859	1.028385843	1.026342866	0.969683184	0.950698742	0.982757406	0.919347453	0.903370011	0.917888091	0.910167934	0.893039196	0.045407206	0.045407052	0.022277335	0.012156089	0.011292468	-0.013370136	-0.021957081	-0.007553675	-0.036520323	-0.044134331	-0.037210265	-0.040878469	-0.049129479	0.181628516	0.135368775	0.06886685	0.046897115	-0.004155336	-0.070654433	-0.059021511	-0.088147995	-0.161309307	-0.162689191	-0.156177468	-0.180015897	-0.449409882	1.029552404	1.000254962	0.970621023	0.915587978	0.902038985	0.88311225	0.863070544	0.833321037	0.828366083	0.806597927	0.785039855	0.728753416	0.661345447	0.012648457	0.000110714	-0.012950306	-0.038299918	-0.044774692	-0.053984091	-0.063953705	-0.079187654	-0.081777691	-0.093342898	-0.105108294	-0.137419396	-0.179571632	0.025518343	-0.025679184	-0.10250045	-0.166149222	-0.197517567	-0.235875592	-0.286282719	-0.321930691	-0.35024118	-0.396902386	-0.485055382	-0.633982057	-3.176598086
